Id,Label,timeset,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,modularity_class,indegree,outdegree,degree
1093,diamond,,,,,,,,,,,,,,,,,28,46,0,46
1094,akhenaton,,,,,,,,,,,,,,,,,5,21,20,41
1095,rom&#233;o elvis,,,,,,,,,,,,,,,,,5,13,41,54
1096,lefa,,,,,,,,,,,,,,,,,5,11,11,22
1097,alonzo,,,,,,,,,,,,,,,,,5,39,15,54
1098,rohff,,,,,,,,,,,,,,,,,5,23,12,35
1099,jul,,,,,,,,,,,,,,,,,5,31,4,35
1100,damso,,,,,,,,,,,,,,,,,5,22,34,56
1101,alpha wann,,,,,,,,,,,,,,,,,5,15,21,36
1102,soprano,,,,,,,,,,,,,,,,,5,29,8,37
1103,candyman,,,,,,,,,,,,,,,,,28,13,10,23
1104,r.a. the rugged man,,,,,,,,,,,,,,,,,29,57,71,128
1105,mf grimm,,,,,,,,,,,,,,,,,29,18,26,44
1106,mc lyte,,got,say,now,baby,good,two,ride,wanna,lyte,life,know,seater,way,smoke,shit,28,94,121,215
1107,daz dillinger,,gangsta,niggas,talkin,now,cha,keep,bout,nigga,dat's,yeah,see,know,uh,homies,daz,72,102,46,148
1108,craig mack,,ya,new,ear,flava,mack,listen,brand,please,demo,mc's,man,ain't,time,comes,now,28,58,127,185
1109,lord finesse,,,,,,,,,,,,,,,,,29,15,75,90
1110,cam'ron,,,,,,,,,,,,,,,,,29,9,38,47
1111,angie martinez,,go,gotta,know,big,car,yo,keys,shit,now,got,away,never,say,uh,live,28,22,181,203
1112,j-live,,,,,,,,,,,,,,,,,29,53,76,129
1113,big lurch,,,,,,,,,,,,,,,,,72,10,49,59
1114,mf doom,,,,,,,,,,,,,,,,,29,88,25,113
1115,g. dep,,ya,niggas,ain't,delivery,special,big,yo,yeah,take,come,shit,got,dep,keep,gdep,28,59,154,213
1116,foxy brown,,na,bitch,shit,niggas,y'all,ya,bitches,ain't,know,woah,got,motherfuckin',nigga,call,attitude,28,88,176,264
1117,left eye,,,,,,,,,,,,,,,,,28,3,94,97
1118,freddie foxxx,,cause,foxxx,ladies,now,jam,man,see,rhymes,ain't,rappers,come,rap,keep,i'mma,never,29,40,147,187
1119,nic nac,,,,,,,,,,,,,,,,,72,5,0,5
1120,erick sermon,,move,chillin,yeah,got,yo,back,know,best,twisted,ain't,might,word,better,cause,man,29,91,118,209
1121,kid capri,,dogg,em,now,snoop,kid,gettin,nigga,bang,come,rick,fuck,cause,make,god,cash,29,25,121,146
1122,jamal,,,,,,,,,,,,,,,,,29,20,1,21
1123,chubb rock,,,,,,,,,,,,,,,,,29,36,92,128
1124,akrobatik,,,,,,,,,,,,,,,,,29,43,69,112
1125,eyenine,,,,,,,,,,,,,,,,,29,6,15,21
1126,chilla jones,,,,,,,,,,,,,,,,,29,5,0,5
1127,esoteric,,,,,,,,,,,,,,,,,29,41,62,103
1128,sammy adams,,,,,,,,,,,,,,,,,29,7,1,8
1129,m-dot,,,,,,,,,,,,,,,,,29,29,6,35
1130,celph titled,,,,,,,,,,,,,,,,,29,67,50,117
1131,prolyphic,,,,,,,,,,,,,,,,,29,4,0,4
1132,spose,,,,,,,,,,,,,,,,,29,11,14,25
1133,rasco,,,,,,,,,,,,,,,,,29,32,7,39
1134,deacon the villain,,,,,,,,,,,,,,,,,29,11,49,60
1135,kosha dillz,,,,,,,,,,,,,,,,,29,11,12,23
1136,hanz on,,,,,,,,,,,,,,,,,29,10,24,34
1137,apathy,,,,,,,,,,,,,,,,,29,61,35,96
1138,de leve,,,,,,,,,,,,,,,,,13,3,0,3
1139,ak'sent,,,,,,,,,,,,,,,,,6,1,1,2
1140,al b. sure!,,,,,,,,,,,,,,,,,28,9,68,77
1141,lil' mo,,,,,,,,,,,,,,,,,28,62,33,95
1142,biz markie,,know,day,around,games,make,got,girl,feel,now,say,go,vapors,caught,way,body,28,81,125,206
1143,shyne,,im,niggas,got,dont,ain't,know,way,shit,see,money,life,might,let,one,give,28,31,126,157
1144,coko,,,,,,,,,,,,,,,,,28,6,0,6
1145,joe budden,,,,,,,,,,,,,,,,,28,58,19,77
1146,janelle mon&#225;e,,,,,,,,,,,,,,,,,2,46,12,58
1147,heavy d,,,,,,,,,,,,,,,,,28,30,108,138
1148,pooh shiesty,,blrrrd,ayy,ain't,shit,got,know,back,come,yeah,go,blood,fuck,bitch,day,nigga,2,114,60,174
1149,jaheim,,,,,,,,,,,,,,,,,28,43,75,118
1150,marley marl,,,,,,,,,,,,,,,,,28,58,11,69
1151,teddy riley,,,,,,,,,,,,,,,,,28,21,42,63
1152,papa dee,,,,,,,,,,,,,,,,,28,5,7,12
1153,gangsta pat,,,,,,,,,,,,,,,,,28,5,13,18
1154,lord infamous,,,,,,,,,,,,,,,,,2,15,35,50
1155,cold 187um,,,,,,,,,,,,,,,,,72,34,91,125
1156,criminal manne,,,,,,,,,,,,,,,,,28,8,56,64
1157,lil ric,,,,,,,,,,,,,,,,,72,10,4,14
1158,koopsta knicca,,,,,,,,,,,,,,,,,28,9,35,44
1159,dresta,,,,,,,,,,,,,,,,,72,15,17,32
1160,la chat,,,,,,,,,,,,,,,,,28,36,26,62
1161,kano,,,,,,,,,,,,,,,,,2,19,24,43
1162,butch cassidy,,,,,,,,,,,,,,,,,72,49,86,135
1163,playa fly,,,,,,,,,,,,,,,,,28,6,43,49
1164,cougnut,,,,,,,,,,,,,,,,,72,10,55,65
1165,frayser boy,,,,,,,,,,,,,,,,,28,15,26,41
1166,indo g,,,,,,,,,,,,,,,,,28,7,27,34
1167,turk,,,,,,,,,,,,,,,,,28,12,0,12
1168,tim dog,,,,,,,,,,,,,,,,,29,9,42,51
1169,navy blue,,,,,,,,,,,,,,,,,29,10,15,25
1170,wiki,,,,,,,,,,,,,,,,,29,23,14,37
1171,your old droog,,,,,,,,,,,,,,,,,29,33,30,63
1172,jeremiah jae,,,,,,,,,,,,,,,,,29,19,42,61
1173,mike,,,,,,,,,,,,,,,,,2,12,1,13
1174,alem&#225;n,,,,,,,,,,,,,,,,,5,2,9,11
1175,bizarrap,,,,,,,,,,,,,,,,,5,12,9,21
1176,nicki nicole,,,,,,,,,,,,,,,,,5,14,38,52
1177,pouya,,,,,,,,,,,,,,,,,2,12,4,16
1178,alexandra reid,,,,,,,,,,,,,,,,,7,0,0,0
1179,ali,,,,,,,,,,,,,,,,,5,21,19,40
1180,tierra whack,,yeah,yo,baby,fancy,now,go,clothes,got,light,dead,everybody,oh,uh,nigga,wanna,2,39,107,146
1181,diamond platnumz,,,,,,,,,,,,,,,,,6,22,7,29
1182,sampha,,,,,,,,,,,,,,,,,2,10,52,62
1183,ali jones,,,,,,,,,,,,,,,,,8,0,0,0
1184,ali shaheed muhammad,,,,,,,,,,,,,,,,,29,2,2,4
1185,sha money xl,,,,,,,,,,,,,,,,,29,6,19,25
1186,scott storch,,,,,,,,,,,,,,,,,28,3,44,47
1187,rockwilder,,,,,,,,,,,,,,,,,29,14,34,48
1188,max b,,,,,,,,,,,,,,,,,29,33,46,79
1189,cl smooth,,,,,,,,,,,,,,,,,29,3,0,3
1190,ty fyffe,,,,,,,,,,,,,,,,,29,6,0,6
1191,alias,,,,,,,,,,,,,,,,,29,8,0,8
1192,alison goldfrapp,,,,,,,,,,,,,,,,,9,0,0,0
1193,allan kingdom,,,,,,,,,,,,,,,,,29,14,17,31
1194,kota the friend,,,,,,,,,,,,,,,,,29,21,9,30
1195,cj fly,,,,,,,,,,,,,,,,,29,24,14,38
1196,mila j,,,,,,,,,,,,,,,,,28,21,29,50
1197,kevin abstract,,,,,,,,,,,,,,,,,2,3,15,18
1198,topaz jones,,,,,,,,,,,,,,,,,2,11,37,48
1199,joji,,,,,,,,,,,,,,,,,2,16,49,65
1200,little simz,,,,,,,,,,,,,,,,,2,9,4,13
1201,ddg,,,,,,,,,,,,,,,,,2,19,23,42
1202,lil gotit,,,,,,,,,,,,,,,,,2,23,12,35
1203,lil keed,,,,,,,,,,,,,,,,,2,40,68,108
1204,wifisfuneral,,,,,,,,,,,,,,,,,2,20,9,29
1205,sadek,,,,,,,,,,,,,,,,,5,13,16,29
1206,lacrim,,,,,,,,,,,,,,,,,5,31,26,57
1207,samra,,,,,,,,,,,,,,,,,5,12,2,14
1208,soolking,,,,,,,,,,,,,,,,,5,49,10,59
1209,mhd,,,,,,,,,,,,,,,,,5,15,53,68
1210,alpa gun,,,,,,,,,,,,,,,,,5,3,8,11
1211,sido,,,,,,,,,,,,,,,,,5,21,9,30
1212,kitty kat,,,,,,,,,,,,,,,,,5,3,10,13
1213,b-tight,,,,,,,,,,,,,,,,,5,7,0,7
1214,fler,,,,,,,,,,,,,,,,,5,10,0,10
1215,oboy,,,,,,,,,,,,,,,,,5,13,23,36
1216,s.pri noir,,,,,,,,,,,,,,,,,5,11,7,18
1217,ateyaba,,,,,,,,,,,,,,,,,5,10,62,72
1218,lorenzo,,,,,,,,,,,,,,,,,5,12,1,13
1219,vegedream,,,,,,,,,,,,,,,,,5,42,12,54
1220,vald,,,,,,,,,,,,,,,,,5,19,0,19
1221,sneazzy,,,,,,,,,,,,,,,,,5,7,22,29
1222,mister you,,,,,,,,,,,,,,,,,5,15,0,15
1223,alvin risk,,,,,,,,,,,,,,,,,2,3,20,23
1224,macklemore,,,,,,,,,,,,,,,,,2,29,39,68
1225,sirah,,,,,,,,,,,,,,,,,5,8,40,48
1226,rome fortune,,,,,,,,,,,,,,,,,6,7,4,11
1227,ksi,,,,,,,,,,,,,,,,,2,61,29,90
1228,wiley,,,,,,,,,,,,,,,,,28,66,6,72
1229,borgore,,,,,,,,,,,,,,,,,2,9,5,14
1230,dev,,,,,,,,,,,,,,,,,28,45,3,48
1231,hodgy,,,,,,,,,,,,,,,,,29,9,39,48
1232,charli xcx,,,,,,,,,,,,,,,,,2,117,14,131
1233,amg,,,,,,,,,,,,,,,,,72,23,0,23
1234,amanda blank,,,,,,,,,,,,,,,,,29,5,21,26
1235,azealia banks,,,,,,,,,,,,,,,,,28,7,10,17
1236,lykke li,,,,,,,,,,,,,,,,,2,19,4,23
1237,andy milonakis,,,,,,,,,,,,,,,,,2,4,31,35
1238,mr. vegas,,,,,,,,,,,,,,,,,5,34,4,38
1239,spank rock,,,,,,,,,,,,,,,,,29,11,30,41
1240,brodinski,,,,,,,,,,,,,,,,,2,5,12,17
1241,the ambassador,,,,,,,,,,,,,,,,,29,1,5,6
1242,matisyahu,,,,,,,,,,,,,,,,,28,17,2,19
1243,nitty scott,,,,,,,,,,,,,,,,,29,23,23,46
1244,amerado,,,,,,,,,,,,,,,,,6,2,0,2
1245,ambush buzzworl,,,,,,,,,,,,,,,,,6,1,11,12
1246,lethal bizzle,,,,,,,,,,,,,,,,,6,15,20,35
1247,scorcher,,,,,,,,,,,,,,,,,6,11,0,11
1248,d double e,,,,,,,,,,,,,,,,,6,19,15,34
1249,stretch,,,,,,,,,,,,,,,,,29,4,4,8
1250,amil,,,,,,,,,,,,,,,,,28,20,96,116
1251,t-boz,,,,,,,,,,,,,,,,,28,7,30,37
1252,boity,,,,,,,,,,,,,,,,,6,14,26,40
1253,lady luck,,,,,,,,,,,,,,,,,28,31,97,128
1254,saukrates,,,,,,,,,,,,,,,,,29,30,86,116
1255,vita,,,,,,,,,,,,,,,,,28,44,0,44
1256,wc,,nigga,hood,let,ya,throw,niggas,got,fuck,know,ain't,rain,los,ass,angeles,shit,72,73,89,162
1257,queen pen,,never,love,yeah,party,yo,queen,ain't,make,one,shit,back,got,see,uh,now,28,18,136,154
1258,lady may,,,,,,,,,,,,,,,,,29,6,0,6
1259,mc ren,,niggas,nigga,fuck,shit,got,one,ren,cause,bitches,back,ass,ain't,come,fucking,villain,72,39,135,174
1260,jt money,,,,,,,,,,,,,,,,,28,9,32,41
1261,kam,,,,,,,,,,,,,,,,,72,58,0,58
1262,beanie sigel,,ain't,ready,know,die,niggas,nigga,'cause,truth,might,yeah,come,man,sigel,got,y'all,28,81,96,177
1263,rich boy,,bought,throw,nigga,bitch,cadillac,niggas,boy,ya,rich,shit,ain't,wanna,got,fuck,yeah,28,27,124,151
1264,monifah,,,,,,,,,,,,,,,,,28,22,111,133
1265,starlito,,,,,,,,,,,,,,,,,72,27,23,50
1266,stunna 4 vegas,,,,,,,,,,,,,,,,,2,29,11,40
1267,lil reese,,,,,,,,,,,,,,,,,2,28,14,42
1268,m huncho,,yeah,let,burn,oh,money,ain't,got,put,mood,now,back,love,still,man,round,2,46,114,160
1269,dave,,,,,,,,,,,,,,,,,2,45,0,45
1270,sleazyworld go,,,,,,,,,,,,,,,,,2,10,27,37
1271,scorey,,,,,,,,,,,,,,,,,2,9,52,61
1272,toosii,,,,,,,,,,,,,,,,,2,53,8,61
1273,sfera ebbasta,,,,,,,,,,,,,,,,,5,32,42,74
1274,k.flay,,,,,,,,,,,,,,,,,29,16,3,19
1275,yeat,,,,,,,,,,,,,,,,,2,13,47,60
1276,amir ob&#232;,,,,,,,,,,,,,,,,,2,0,85,85
1277,lauryn hill,,,,,,,,,,,,,,,,,2,12,107,119
1278,hornet la frappe,,,,,,,,,,,,,,,,,5,10,11,21
1279,coco jones,,,,,,,,,,,,,,,,,2,10,26,36
1280,drama,,work,ain't,never,always,leave,know,lonely,back,time,sweatin',weight,workin',nothing,one,might,28,24,125,149
1281,trina,,step,yeah,red,long,bottoms,heels,attitude,thats,got,now,ain't,know,ya,say,baby,28,131,44,175
1282,stefflon don,,,,,,,,,,,,,,,,,2,72,21,93
1283,big shaq,,man,hot,ting,man's,yeah,buss,goes,never,got,go,girl,frr,skrt,big,gang,2,16,181,197
1284,big scoob,,,,,,,,,,,,,,,,,72,9,69,78
1285,j-diggs,,,,,,,,,,,,,,,,,72,39,37,76
1286,ray cash,,,,,,,,,,,,,,,,,28,4,42,46
1287,rydah j. klyde,,,,,,,,,,,,,,,,,72,34,28,62
1288,dolla,,,,,,,,,,,,,,,,,2,11,54,65
1289,amplify dot,,,,,,,,,,,,,,,,,6,0,3,3
1290,professor green,,,,,,,,,,,,,,,,,6,15,4,19
1291,scrufizzer,,,,,,,,,,,,,,,,,6,10,4,14
1292,ana diaz,,,,,,,,,,,,,,,,,5,2,5,7
1293,sebastian stakset,,,,,,,,,,,,,,,,,5,2,14,16
1294,oskar linnros,,,,,,,,,,,,,,,,,5,4,22,26
1295,big gipp,,steppin',know,creeks,yeah,folk,pain,wanna,good,gipp,cause,kids,man,ooh,smoke,really,28,31,114,145
1296,detail,,,,,,,,,,,,,,,,,28,10,68,78
1297,dwele,,oh,yeah,know,baby,love,got,hangover,fly,feels,mornin',want,good,move,make,time,28,52,152,204
1298,mack maine,,,,,,,,,,,,,,,,,28,11,95,106
1299,travie mccoy,,,,,,,,,,,,,,,,,2,23,56,79
1300,i-20,,got,niggas,i20,nigga,ain't,bitch,now,know,yeah,shit,cause,make,'em,fuck,ya,28,22,190,212
1301,frank ocean,,,,,,,,,,,,,,,,,2,20,106,126
1302,shawnna,,nigga,got,weight,minute,niggas,now,wanna,see,go,know,ain't,shit,gotta,want,tryin,28,78,171,249
1303,the d.o.c.,,,,,,,,,,,,,,,,,28,27,105,132
1304,stromae,,,,,,,,,,,,,,,,,5,45,41,86
1305,witchdoctor,,,,,,,,,,,,,,,,,29,5,45,50
1306,cool breeze,,,,,,,,,,,,,,,,,28,2,26,28
1307,young chris,,,,,,,,,,,,,,,,,29,39,11,50
1308,asher roth,,,,,,,,,,,,,,,,,28,49,77,126
1309,andre harrell,,,,,,,,,,,,,,,,,10,0,0,0
1310,mac dre,,,,,,,,,,,,,,,,,72,42,31,73
1311,saafir,,,,,,,,,,,,,,,,,72,28,110,138
1312,j.lately,,,,,,,,,,,,,,,,,29,6,7,13
1313,y-love,,,,,,,,,,,,,,,,,29,6,4,10
1314,verse simmonds,,,,,,,,,,,,,,,,,2,21,23,44
1315,fredo santana,,,,,,,,,,,,,,,,,2,9,45,54
1316,andy mineo,,,,,,,,,,,,,,,,,30,12,9,21
1317,kb,,,,,,,,,,,,,,,,,30,21,8,29
1318,eshon burgundy,,,,,,,,,,,,,,,,,30,15,13,28
1319,sho baraka,,,,,,,,,,,,,,,,,30,10,14,24
1320,jon bellion,,,,,,,,,,,,,,,,,2,18,22,40
1321,marz,,,,,,,,,,,,,,,,,30,2,0,2
1322,trip lee,,,,,,,,,,,,,,,,,30,6,11,17
1323,andy samberg,,,,,,,,,,,,,,,,,28,0,4,4
1324,fat tony,,,,,,,,,,,,,,,,,29,24,9,33
1325,renni rucci,,,,,,,,,,,,,,,,,2,19,122,141
1326,mr. muthafuckin' exquire,,,,,,,,,,,,,,,,,29,27,31,58
1327,murda mook,,,,,,,,,,,,,,,,,29,8,122,130
1328,solo,,,,,,,,,,,,,,,,,5,10,0,10
1329,hopsin,,,,,,,,,,,,,,,,,72,34,7,41
1330,queen latifah,,flavor,bring,love,know,la,got,ain't,black,air,flavor's,queen,thing,want,hand,one,28,47,143,190
1331,nicole wray,,,,,,,,,,,,,,,,,29,17,111,128
1332,nikki d,,,,,,,,,,,,,,,,,28,14,97,111
1333,childish major,,,,,,,,,,,,,,,,,2,17,43,60
1334,despot,,,,,,,,,,,,,,,,,29,14,0,14
1335,driicky graham,,,,,,,,,,,,,,,,,28,4,65,69
1336,kool a.d.,,,,,,,,,,,,,,,,,29,20,27,47
1337,lakutis,,,,,,,,,,,,,,,,,29,10,23,33
1338,kemba,,,,,,,,,,,,,,,,,29,14,41,55
1339,kevin mccall,,,,,,,,,,,,,,,,,72,12,36,48
1340,ms. dynamite,,,,,,,,,,,,,,,,,28,9,47,56
1341,hi-tek,,side,got,way,know,let,step,need,back,two,ain't,front,c'mon,shit,keep,cause,28,34,178,212
1342,loon,,,,,,,,,,,,,,,,,28,36,0,36
1343,shaquille o'neal,,,,,,,,,,,,,,,,,29,13,58,71
1344,v.i.c.,,,,,,,,,,,,,,,,,28,32,67,99
1345,super cat,,,,,,,,,,,,,,,,,28,6,46,52
1346,just blaze,,,,,,,,,,,,,,,,,29,24,87,111
1347,remy ma,,bitch,right,see,got,put,know,look,poppin,hand,whuteva,good,ain't,wanna,now,need,28,69,100,169
1348,fatman scoop,,,,,,,,,,,,,,,,,28,43,7,50
1349,tkay maidza,,,,,,,,,,,,,,,,,2,15,3,18
1350,blocboy jb,,yeah,word,bitch,nigga,rock,niggas,got,shit,fuck,know,huh,go,need,now,say,2,21,141,162
1351,ravyn lenae,,,,,,,,,,,,,,,,,2,31,80,111
1352,choppa,,,,,,,,,,,,,,,,,2,9,17,26
1353,doechii,,,,,,,,,,,,,,,,,2,23,66,89
1354,anhayla,,,,,,,,,,,,,,,,,11,0,0,0
1355,anis don demina,,,,,,,,,,,,,,,,,5,1,17,18
1356,miriam bryant,,,,,,,,,,,,,,,,,5,10,3,13
1357,ankerstjerne,,,,,,,,,,,,,,,,,29,2,4,6
1358,milo,,,,,,,,,,,,,,,,,29,21,0,21
1359,shaka loveless,,,,,,,,,,,,,,,,,29,2,4,6
1360,l.o.c.,,,,,,,,,,,,,,,,,72,4,22,26
1361,ann marie,,,,,,,,,,,,,,,,,2,5,8,13
1362,anotha level,,,,,,,,,,,,,,,,,28,0,14,14
1363,ant,,,,,,,,,,,,,,,,,5,0,5,5
1364,ant banks,,,,,,,,,,,,,,,,,72,18,76,94
1365,crime boss,,,,,,,,,,,,,,,,,72,10,38,48
1366,murda,,,,,,,,,,,,,,,,,2,18,125,143
1367,dj quik,,,,,,,,,,,,,,,,,72,50,66,116
1368,one,,,,,,,,,,,,,,,,,13,6,1,7
1369,positive k,,,,,,,,,,,,,,,,,28,26,79,105
1370,big syke,,,,,,,,,,,,,,,,,72,27,86,113
1371,smooth,,,,,,,,,,,,,,,,,28,11,133,144
1372,sean t,,,,,,,,,,,,,,,,,28,10,75,85
1373,ant wan,,,,,,,,,,,,,,,,,6,6,10,16
1374,fka twigs,,,,,,,,,,,,,,,,,2,36,75,111
1375,lamix,,,,,,,,,,,,,,,,,5,4,4,8
1376,thaiboy digital,,,,,,,,,,,,,,,,,6,5,7,12
1377,bladee,,,,,,,,,,,,,,,,,6,8,5,13
1378,ecco2k,,,,,,,,,,,,,,,,,6,5,7,12
1379,yung lean,,,,,,,,,,,,,,,,,2,10,15,25
1380,antimc,,,,,,,,,,,,,,,,,72,2,0,2
1381,antoinette,,,,,,,,,,,,,,,,,72,1,0,1
1382,antwon,,,,,,,,,,,,,,,,,29,10,22,32
1383,bizarre,,,,,,,,,,,,,,,,,29,37,24,61
1384,lil ugly mane,,,,,,,,,,,,,,,,,2,7,31,38
1385,tommy cash,,,,,,,,,,,,,,,,,2,12,11,23
1386,baby j,,,,,,,,,,,,,,,,,29,6,1,7
1387,wicca phase springs eternal,,,,,,,,,,,,,,,,,2,8,7,15
1388,cities aviv,,,,,,,,,,,,,,,,,2,4,7,11
1389,heems,,,,,,,,,,,,,,,,,29,12,30,42
1390,rvssian,,,,,,,,,,,,,,,,,2,35,59,94
1391,lunay,,,,,,,,,,,,,,,,,5,21,39,60
1392,rauw alejandro,,,,,,,,,,,,,,,,,5,54,22,76
1393,jhay cortez,,,,,,,,,,,,,,,,,5,14,39,53
1394,aone beats,,,,,,,,,,,,,,,,,72,0,1,1
1395,apani b,,,,,,,,,,,,,,,,,29,3,8,11
1396,louis logic,,,,,,,,,,,,,,,,,29,11,74,85
1397,taboo,,,,,,,,,,,,,,,,,29,5,2,7
1398,pumpkinhead,,,,,,,,,,,,,,,,,29,27,105,132
1399,pep love,,,,,,,,,,,,,,,,,29,23,44,67
1400,prevail,,,,,,,,,,,,,,,,,29,10,19,29
1401,doap nixon,,,,,,,,,,,,,,,,,29,16,57,73
1402,tajai,,,,,,,,,,,,,,,,,29,7,42,49
1403,apl.de.ap,,,,,,,,,,,,,,,,,28,2,19,21
1404,shavo odadjian,,,,,,,,,,,,,,,,,28,1,1,2
1405,invincible,,,,,,,,,,,,,,,,,29,15,1,16
1406,saga,,,,,,,,,,,,,,,,,29,5,0,5
1407,phat kat,,,,,,,,,,,,,,,,,29,22,54,76
1408,fatt father,,,,,,,,,,,,,,,,,29,7,22,29
1409,lute,,,,,,,,,,,,,,,,,2,12,60,72
1410,marv won,,,,,,,,,,,,,,,,,29,19,0,19
1411,applejaxx,,,,,,,,,,,,,,,,,30,2,4,6
1412,kj-52,,,,,,,,,,,,,,,,,30,5,11,16
1413,mahogany jones,,,,,,,,,,,,,,,,,29,4,12,16
1414,sean slaughter,,,,,,,,,,,,,,,,,30,3,12,15
1415,ar-ab,,,,,,,,,,,,,,,,,2,9,8,17
1416,the kid laroi,,,,,,,,,,,,,,,,,2,20,56,76
1417,araabmuzik,,,,,,,,,,,,,,,,,2,6,20,26
1418,trouble,,,,,,,,,,,,,,,,,2,41,28,69
1419,big lean,,,,,,,,,,,,,,,,,6,5,17,22
1420,illmind,,,,,,,,,,,,,,,,,29,10,37,47
1421,carnage,,,,,,,,,,,,,,,,,2,14,28,42
1422,arabian prince,,,,,,,,,,,,,,,,,29,4,18,22
1423,karriem riggins,,,,,,,,,,,,,,,,,29,17,44,61
1424,young mc,,,,,,,,,,,,,,,,,28,20,103,123
1425,mc hammer,,,,,,,,,,,,,,,,,28,62,52,114
1426,peanut butter wolf,,,,,,,,,,,,,,,,,29,12,44,56
1427,dj babu,,,,,,,,,,,,,,,,,29,18,99,117
1428,arc&#225;ngel,,,,,,,,,,,,,,,,,5,1,19,20
1429,el alfa,,,,,,,,,,,,,,,,,5,26,24,50
1430,tempo,,,,,,,,,,,,,,,,,5,13,0,13
1431,cosculluela,,,,,,,,,,,,,,,,,5,29,15,44
1432,archie eversole,,,,,,,,,,,,,,,,,6,0,4,4
1433,unk,,,,,,,,,,,,,,,,,2,14,18,32
1434,cozz,,,,,,,,,,,,,,,,,2,16,51,67
1435,omen,,,,,,,,,,,,,,,,,2,11,2,13
1436,kwesta,,,,,,,,,,,,,,,,,6,17,24,41
1437,lil nas x,,,,,,,,,,,,,,,,,2,18,30,48
1438,staysolidrocky,,,,,,,,,,,,,,,,,2,7,32,39
1439,labrinth,,,,,,,,,,,,,,,,,2,41,19,60
1440,arkatech beatz,,,,,,,,,,,,,,,,,72,2,5,7
1441,noe,,,,,,,,,,,,,,,,,72,7,5,12
1442,raf camora,,,,,,,,,,,,,,,,,5,29,11,40
1443,idk,,,,,,,,,,,,,,,,,2,52,32,84
1444,mnek,,,,,,,,,,,,,,,,,2,46,3,49
1445,big scarr,,,,,,,,,,,,,,,,,2,39,78,117
1446,badshah,,,,,,,,,,,,,,,,,5,23,5,28
1447,dutchavelli,,got,man,back,yeah,ain't,see,know,put,go,said,tell,time,trust,love,think,2,36,125,161
1448,bonez mc,,,,,,,,,,,,,,,,,5,18,4,22
1449,bhad bhabie,,bitch,shit,ass,fuck,ain't,got,bitches,fifteen,hi,'bout,know,said,back,go,white,2,36,131,167
1450,a$ap bari,,,,,,,,,,,,,,,,,12,0,0,0
1451,flosstradamus,,,,,,,,,,,,,,,,,2,14,8,22
1452,crystal caines,,,,,,,,,,,,,,,,,29,6,25,31
1453,a$ton matthews,,,,,,,,,,,,,,,,,29,13,45,58
1454,salaam remi,,,,,,,,,,,,,,,,,28,19,21,40
1455,octavian,,,,,,,,,,,,,,,,,2,12,33,45
1456,marty baller,,,,,,,,,,,,,,,,,29,2,9,11
1457,famous dex,,,,,,,,,,,,,,,,,2,21,20,41
1458,kirk knight,,,,,,,,,,,,,,,,,29,18,90,108
1459,spaceghostpurrp,,,,,,,,,,,,,,,,,30,4,3,7
1460,a$ap tyy,,,,,,,,,,,,,,,,,2,7,21,28
1461,danger mouse,,,,,,,,,,,,,,,,,29,9,19,28
1462,tom morello,,,,,,,,,,,,,,,,,28,10,8,18
1463,bones,,,,,,,,,,,,,,,,,6,11,4,15
1464,comethazine,,,,,,,,,,,,,,,,,2,3,6,9
1465,c jamm,,,,,,,,,,,,,,,,,13,11,26,37
1466,bewhy,,,,,,,,,,,,,,,,,13,18,25,43
1467,ash island,,,,,,,,,,,,,,,,,13,13,20,33
1468,jay park,,,,,,,,,,,,,,,,,13,50,23,73
1469,zion.t,,,,,,,,,,,,,,,,,13,22,40,62
1470,zelo,,,,,,,,,,,,,,,,,2,3,27,30
1471,heize,,,,,,,,,,,,,,,,,13,19,13,32
1472,kid milli,,,,,,,,,,,,,,,,,13,17,25,42
1473,dean,,,,,,,,,,,,,,,,,13,22,0,22
1474,ravi,,,,,,,,,,,,,,,,,13,3,5,8
1475,dok2,,,,,,,,,,,,,,,,,13,33,15,48
1476,swings,,,,,,,,,,,,,,,,,13,26,20,46
1477,loco,,,,,,,,,,,,,,,,,13,29,11,40
1478,bobby,,,,,,,,,,,,,,,,,13,16,0,16
1479,psy,,,,,,,,,,,,,,,,,13,30,44,74
1480,giriboy,,,,,,,,,,,,,,,,,13,24,12,36
1481,zico,,,,,,,,,,,,,,,,,13,23,18,41
1482,changmo,,,,,,,,,,,,,,,,,13,23,22,45
1483,gaeko,,,,,,,,,,,,,,,,,13,29,37,66
1484,the quiett,,,,,,,,,,,,,,,,,13,32,20,52
1485,mino,,,,,,,,,,,,,,,,,13,17,4,21
1486,beenzino,,,,,,,,,,,,,,,,,13,17,17,34
1487,hussein fatal,,,,,,,,,,,,,,,,,72,19,59,78
1488,free,,,,,,,,,,,,,,,,,28,14,11,25
1489,black child,,,,,,,,,,,,,,,,,28,7,43,50
1490,irv gotti,,,,,,,,,,,,,,,,,28,4,34,38
1491,like,,,,,,,,,,,,,,,,,29,16,12,28
1492,cisco adler,,,,,,,,,,,,,,,,,28,14,47,61
1493,nottz,,,,,,,,,,,,,,,,,29,33,52,85
1494,shade sheist,,,,,,,,,,,,,,,,,72,17,63,80
1495,shwayze,,,,,,,,,,,,,,,,,28,16,37,53
